Date,Stock,Open,High,Low,Close,Volume
2020-01-01 00:52:00,AMZN,727.44,1487.07,1037.32,624.56,628698
2020-01-01 00:53:00,TSLA,991.37,1252.83,1076.31,957.78,216139
2020-01-01 00:54:00,MSFT,409.73,1144.04,1393.68,181.16,155882
2020-01-01 00:55:00,AAPL,1047.9,391.27,1334.46,1067.85,18686
2020-01-01 00:56:00,AMZN,1181.14,1326.6,503.65,1195.2,462827
2020-01-01 00:57:00,GOOGL,762.5,836.1,737.23,656.42,261507
2020-01-01 00:58:00,AMZN,964.82,1345.01,1146.18,344.46,597557
2020-01-01 00:59:00,GOOGL,738.86,561.76,1383.15,140.35,857773
2020-01-01 01:00:00,GOOGL,1351.73,186.87,572.03,992.14,802093
2020-01-01 01:01:00,AMZN,797.02,766.37,722.22,476.59,11152
2020-01-01 01:02:00,TSLA,1278.53,477.77,1359.27,749.45,84620
2020-01-01 01:03:00,GOOGL,1221.89,1101.32,601.88,640.9,647662
2020-01-01 01:04:00,GOOGL,674.71,1439.95,772.72,344.84,815028
2020-01-01 01:05:00,AMZN,422.12,1067.36,1366.31,811.72,198632
2020-01-01 01:06:00,GOOGL,668.51,1341.71,1223.14,743.43,222783
2020-01-01 01:07:00,GOOGL,1256.7,734.23,440.8,973.81,778395
2020-01-01 01:08:00,AMZN,418.69,1180.3,554.71,452.64,95217
2020-01-01 01:09:00,AMZN,834.21,1280.26,594.14,400.49,585054
2020-01-01 01:10:00,AAPL,1228.54,1095.23,1377.83,1240.08,902765
2020-01-01 01:11:00,TSLA,594.87,810.89,1498.51,1083.07,270763
2020-01-01 01:12:00,TSLA,999.09,976.21,1183.61,1181.09,822191
2020-01-01 01:13:00,GOOGL,443.88,1080.71,778.06,272.61,817237
2020-01-01 01:14:00,TSLA,252.99,454.32,114.24,413.66,979044
2020-01-01 01:15:00,GOOGL,1212.14,1233.41,1076.48,905.74,278935
2020-01-01 01:16:00,AAPL,238.56,1430.45,645.11,1300.08,449206
2020-01-01 01:17:00,AMZN,479.93,751.34,986.18,1348.96,610580
2020-01-01 01:18:00,AMZN,1297.15,1081.49,949.37,1264.67,530035
2020-01-01 01:19:00,AMZN,585.06,1131.84,773.16,160.76,785486
2020-01-01 01:20:00,TSLA,1462.26,1027.15,1422.14,1249.23,199254
2020-01-01 01:21:00,AAPL,1471.63,865.96,132.4,1358.73,905261
2020-01-01 01:22:00,TSLA,475.59,1334.31,1096.99,179.45,974684
2020-01-01 01:23:00,TSLA,157.37,728.5,673.78,682.79,294780
2020-01-01 01:24:00,AAPL,1087.09,185.54,1099.31,851.25,457813
2020-01-01 01:25:00,AAPL,731.38,1282.38,1045.31,425.85,578759
2020-01-01 01:26:00,AAPL,241.05,1043.57,114.33,823.36,146631
2020-01-01 01:27:00,AAPL,1090.53,1288.96,499.47,1340.34,150210
2020-01-01 01:28:00,AMZN,143.64,293.97,364.73,1313.72,788182
2020-01-01 01:29:00,MSFT,1318.28,143.05,333.78,1415.77,818782
2020-01-01 01:30:00,MSFT,294.11,1408.12,1119.87,777.75,558898
2020-01-01 01:31:00,AAPL,278.24,306.82,435.37,674.79,359613
2020-01-01 01:32:00,MSFT,345.94,1233.51,764.63,1032.1,997899
2020-01-01 01:33:00,MSFT,1444.37,1252.49,445.78,683.46,676158
2020-01-01 01:34:00,AAPL,1070.44,1092.19,912.33,158.72,582398
2020-01-01 01:35:00,MSFT,1221.92,283.77,1108.8,1107.89,217502
2020-01-01 01:36:00,TSLA,656.69,1034.36,563.5,493.38,19687
2020-01-01 01:37:00,GOOGL,570.84,1344.72,944.23,168.72,388738
2020-01-01 01:38:00,GOOGL,428.28,695.74,1254.8,128.87,838089
2020-01-01 01:39:00,AAPL,772.91,678.92,231.91,1403.91,751587
2020-01-01 01:40:00,AMZN,872.56,720.0,1094.94,452.91,412027
2020-01-01 01:41:00,AAPL,984.48,215.18,552.4,727.06,152310
2020-01-01 01:42:00,AMZN,459.97,1348.84,271.71,1430.81,227345
2020-01-01 01:43:00,GOOGL,1428.12,1316.86,863.92,754.52,178539
2020-01-01 01:44:00,AAPL,337.66,1497.07,416.77,210.05,833540
2020-01-01 01:45:00,TSLA,1451.91,919.26,1249.91,872.71,683678
2020-01-01 01:46:00,MSFT,120.8,1151.67,160.05,223.48,529359
2020-01-01 01:47:00,AMZN,773.58,383.74,238.11,233.12,781848
2020-01-01 01:48:00,MSFT,566.71,1034.54,829.39,1292.07,855342
2020-01-01 01:49:00,MSFT,728.77,1009.63,924.52,505.19,229170
2020-01-01 01:50:00,AAPL,898.93,1361.69,1121.84,1050.14,866333
2020-01-01 01:51:00,MSFT,709.82,1263.11,462.97,812.49,694737
2020-01-01 01:52:00,TSLA,680.79,1413.85,1278.46,411.26,847240
2020-01-01 01:53:00,MSFT,1125.81,1316.37,1434.4,824.95,53957
2020-01-01 01:54:00,AAPL,1060.23,1316.17,798.66,196.59,906055
2020-01-01 01:55:00,TSLA,1266.58,189.21,1164.74,586.1,309221
2020-01-01 01:56:00,GOOGL,449.94,1284.35,834.79,831.97,182607
2020-01-01 01:57:00,MSFT,953.34,950.47,197.25,419.75,12812
2020-01-01 01:58:00,AAPL,919.27,632.62,556.56,1024.26,381108
2020-01-01 01:59:00,GOOGL,617.63,179.12,222.48,172.54,94062
2020-01-01 02:00:00,GOOGL,780.48,1048.74,1484.43,778.73,722175
2020-01-01 02:01:00,AMZN,539.3,559.48,420.64,1100.99,22558
2020-01-01 02:02:00,TSLA,298.58,754.89,990.26,701.92,185202
2020-01-01 02:03:00,MSFT,399.32,1054.42,498.08,1324.42,134342
2020-01-01 02:04:00,AAPL,247.72,1376.48,1014.54,985.07,863315
2020-01-01 02:05:00,AMZN,1056.3,1255.61,394.56,1441.89,695989
2020-01-01 02:06:00,TSLA,1025.02,730.84,1199.38,497.77,280211
2020-01-01 02:07:00,AMZN,1430.85,642.9,255.14,1414.31,509505
2020-01-01 02:08:00,TSLA,1121.55,435.69,1353.21,949.55,84963
2020-01-01 02:09:00,TSLA,172.86,621.4,1276.59,1143.25,51684
2020-01-01 02:10:00,MSFT,1337.94,255.46,1050.33,1363.03,493480
2020-01-01 02:11:00,TSLA,1307.75,1459.55,194.38,871.68,856045
2020-01-01 02:12:00,AMZN,720.65,903.48,392.0,1307.05,624098
2020-01-01 02:13:00,TSLA,920.21,278.93,1303.11,858.38,699142
2020-01-01 02:14:00,MSFT,1466.51,593.93,270.76,938.88,59538
2020-01-01 02:15:00,MSFT,845.23,865.85,318.3,723.14,255826
2020-01-01 02:16:00,AMZN,1367.45,846.04,861.6,303.89,183539
2020-01-01 02:17:00,GOOGL,216.25,149.7,483.85,874.9,930984
2020-01-01 02:18:00,GOOGL,367.47,1431.18,410.91,1468.43,593627
2020-01-01 02:19:00,TSLA,717.06,485.53,906.14,1202.06,71835
2020-01-01 02:20:00,AAPL,918.66,122.66,621.61,1146.5,978655
2020-01-01 02:21:00,TSLA,1242.72,207.02,296.78,1000.63,764973
2020-01-01 02:22:00,AMZN,1483.57,912.27,848.8,587.07,148164
2020-01-01 02:23:00,AMZN,644.39,292.9,641.82,337.46,759813
2020-01-01 02:24:00,AMZN,166.38,158.41,1128.32,414.37,249950
2020-01-01 02:25:00,AMZN,1221.64,631.48,243.86,108.85,971444
2020-01-01 02:26:00,AMZN,946.13,971.87,968.86,1042.87,620005
2020-01-01 02:27:00,MSFT,377.96,256.58,711.09,1236.63,198341
2020-01-01 02:28:00,GOOGL,792.76,538.66,668.49,476.48,202163
2020-01-01 02:29:00,AMZN,1139.23,684.86,425.2,228.59,494181
2020-01-01 02:30:00,AAPL,1178.58,323.24,142.6,570.02,169393
2020-01-01 02:31:00,AAPL,799.47,808.5,1286.76,508.87,792094
2020-01-01 02:32:00,AAPL,527.3,219.3,556.97,731.23,821169
2020-01-01 02:33:00,AAPL,1463.24,165.13,1053.53,469.74,817977
2020-01-01 02:34:00,MSFT,1028.71,827.77,1426.62,575.63,132333
2020-01-01 02:35:00,AAPL,671.53,447.06,890.99,1370.58,775663
2020-01-01 02:36:00,AMZN,492.65,233.52,656.01,568.77,458683
2020-01-01 02:37:00,TSLA,1123.54,693.48,475.58,1199.73,622366
2020-01-01 02:38:00,AAPL,439.06,1381.2,1407.66,976.17,835408
2020-01-01 02:39:00,MSFT,340.39,1113.87,1054.91,572.55,430583
2020-01-01 02:40:00,MSFT,841.77,1241.86,1031.39,1244.9,873311
2020-01-01 02:41:00,AAPL,505.98,1320.68,696.62,933.11,476521
2020-01-01 02:42:00,TSLA,980.47,1461.68,1283.07,112.07,146983
2020-01-01 02:43:00,AAPL,265.11,1168.55,1099.14,196.22,570596
2020-01-01 02:44:00,MSFT,1016.92,951.77,496.46,1153.7,198642
2020-01-01 02:45:00,GOOGL,496.62,611.6,939.41,725.14,982591
2020-01-01 02:46:00,AMZN,100.34,354.3,702.27,667.71,228538
2020-01-01 02:47:00,MSFT,277.71,1061.32,109.23,304.16,117227
2020-01-01 02:48:00,AAPL,1407.06,1492.93,1230.67,320.25,899690
2020-01-01 02:49:00,AMZN,1314.3,754.3,271.96,1216.85,559862
2020-01-01 02:50:00,AAPL,427.05,1113.15,813.94,1260.62,654671
2020-01-01 02:51:00,AAPL,1189.72,793.13,570.72,884.0,832555
2020-01-01 02:52:00,GOOGL,952.0,704.71,578.92,513.18,28050
2020-01-01 02:53:00,AMZN,1459.27,674.43,768.31,1405.78,277304
2020-01-01 02:54:00,AMZN,623.05,806.47,1495.83,973.55,510960
2020-01-01 02:55:00,GOOGL,1054.04,613.65,671.73,1215.3,980480
2020-01-01 02:56:00,MSFT,188.95,1148.28,355.26,104.6,348751
2020-01-01 02:57:00,AAPL,654.75,1323.98,959.05,730.45,65577
2020-01-01 02:58:00,TSLA,1449.34,1336.04,430.8,1319.33,38558
2020-01-01 02:59:00,AAPL,854.57,418.78,247.77,573.53,637076
2020-01-01 03:00:00,AAPL,503.03,1354.27,170.24,1117.17,870152
2020-01-01 03:01:00,MSFT,268.38,578.17,132.03,1020.74,756733
2020-01-01 03:02:00,AAPL,1084.94,533.03,703.63,313.11,237585
2020-01-01 03:03:00,GOOGL,1002.8,1117.46,697.42,1184.87,12467
2020-01-01 03:04:00,GOOGL,623.51,526.57,359.76,257.54,357506
2020-01-01 03:05:00,AMZN,1431.32,174.15,1197.63,1119.08,78322
2020-01-01 03:06:00,TSLA,131.08,623.06,280.98,1487.36,618257
2020-01-01 03:07:00,AAPL,525.21,1110.05,1381.44,1441.17,346549
2020-01-01 03:08:00,AAPL,1389.5,557.74,922.61,1220.34,54325
2020-01-01 03:09:00,MSFT,549.31,981.38,138.66,848.32,121935
2020-01-01 03:10:00,GOOGL,453.15,1024.17,1448.16,1044.75,515026
2020-01-01 03:11:00,TSLA,847.91,1127.23,531.12,1119.35,326909
2020-01-01 03:12:00,AMZN,1253.32,1355.98,729.96,111.76,82544
2020-01-01 03:13:00,GOOGL,244.41,705.59,497.98,243.31,644790
2020-01-01 03:14:00,AMZN,1420.23,333.0,1119.79,935.88,997090
2020-01-01 03:15:00,MSFT,1213.1,546.5,779.95,109.15,539336
2020-01-01 03:16:00,MSFT,353.75,705.03,285.32,1372.47,29728
2020-01-01 03:17:00,AAPL,1096.81,1099.45,245.89,785.53,369978
2020-01-01 03:18:00,TSLA,638.94,118.37,1115.53,460.87,664326
2020-01-01 03:19:00,AMZN,663.21,542.1,431.91,651.35,599289
2020-01-01 03:20:00,GOOGL,1196.61,1191.78,292.91,1291.09,892787
2020-01-01 03:21:00,MSFT,1447.9,1039.2,799.2,1398.07,877199
2020-01-01 03:22:00,AAPL,277.32,1124.44,1223.87,262.73,283489
2020-01-01 03:23:00,AAPL,688.88,1236.54,490.3,1189.14,912204
2020-01-01 03:24:00,AMZN,773.32,1196.53,487.0,909.52,971412
2020-01-01 03:25:00,MSFT,626.84,1055.06,1267.43,919.7,267672
2020-01-01 03:26:00,TSLA,608.46,715.53,306.97,1191.23,795496
2020-01-01 03:27:00,MSFT,173.18,1477.04,963.42,411.98,319049
2020-01-01 03:28:00,AMZN,1059.75,896.7,1437.02,843.46,765294
2020-01-01 03:29:00,AMZN,710.7,383.88,1277.82,547.09,961385
2020-01-01 03:30:00,MSFT,372.71,509.94,186.54,232.32,514912
2020-01-01 03:31:00,AMZN,1242.45,1070.99,547.88,247.11,848189
2020-01-01 03:32:00,MSFT,1223.59,1394.64,299.32,291.06,231659
2020-01-01 03:33:00,GOOGL,780.95,350.21,1428.94,960.86,201699
2020-01-01 03:34:00,MSFT,517.83,215.29,1480.32,248.16,98964
2020-01-01 03:35:00,MSFT,993.33,1334.14,428.99,898.15,330901
2020-01-01 03:36:00,AMZN,503.41,1381.39,1037.58,923.62,928443
2020-01-01 03:37:00,AMZN,430.41,486.93,1278.28,1365.46,372906
2020-01-01 03:38:00,AAPL,1122.72,628.2,427.15,976.93,555760
2020-01-01 03:39:00,AAPL,156.46,1024.26,362.75,1479.82,106425
2020-01-01 03:40:00,GOOGL,232.68,561.9,115.7,143.39,709024
2020-01-01 03:41:00,AAPL,109.5,1328.02,676.75,1085.8,7415
2020-01-01 03:42:00,MSFT,314.12,250.61,1359.21,137.07,356634
2020-01-01 03:43:00,AMZN,196.59,153.18,1364.17,1121.13,537883
2020-01-01 03:44:00,AAPL,1494.12,391.88,278.84,640.19,580208
2020-01-01 03:45:00,AAPL,504.33,500.52,386.09,955.83,364090
2020-01-01 03:46:00,GOOGL,308.98,258.1,671.27,533.35,427539
2020-01-01 03:47:00,GOOGL,437.39,191.97,1192.87,322.75,494774
2020-01-01 03:48:00,MSFT,1410.58,1157.85,956.59,1112.92,526428
2020-01-01 03:49:00,AMZN,828.22,329.99,819.39,1366.47,310125
2020-01-01 03:50:00,GOOGL,610.75,1379.49,928.7,357.02,646124
2020-01-01 03:51:00,AAPL,1322.75,615.2,234.68,1388.98,766660
2020-01-01 03:52:00,AMZN,652.99,1038.85,768.73,296.25,801685
2020-01-01 03:53:00,AMZN,569.01,415.56,1488.89,1129.93,451330
2020-01-01 03:54:00,AAPL,390.2,436.45,223.82,1443.22,720346
2020-01-01 03:55:00,GOOGL,628.92,904.59,826.95,306.32,531033
2020-01-01 03:56:00,AAPL,543.36,884.9,513.91,709.13,379617
2020-01-01 03:57:00,AMZN,1048.23,1176.22,855.88,572.44,180500
2020-01-01 03:58:00,TSLA,505.42,1160.94,903.35,643.87,860560
2020-01-01 03:59:00,TSLA,908.08,1038.96,908.46,1154.4,744411
2020-01-01 04:00:00,MSFT,192.25,728.78,1293.09,1025.66,976961
2020-01-01 04:01:00,AAPL,367.8,1346.9,645.65,1456.16,495619
2020-01-01 04:02:00,AAPL,670.37,971.61,822.9,359.67,849821
2020-01-01 04:03:00,MSFT,1411.73,1486.28,115.3,860.57,20999
2020-01-01 04:04:00,MSFT,628.15,1247.12,1205.37,728.78,723136
2020-01-01 04:05:00,MSFT,1029.7,162.03,463.28,1386.4,586524
2020-01-01 04:06:00,AMZN,457.12,548.83,1243.18,114.87,877614
2020-01-01 04:07:00,AAPL,277.85,900.63,471.89,1484.84,598755
2020-01-01 04:08:00,AMZN,181.95,1110.06,115.1,771.63,46085
2020-01-01 04:09:00,MSFT,527.58,870.47,316.76,975.76,114919
2020-01-01 04:10:00,AAPL,320.73,1200.58,1479.96,604.07,145030
2020-01-01 04:11:00,AMZN,343.61,495.72,547.72,1293.54,506227
2020-01-01 04:12:00,AMZN,1165.06,357.48,252.35,886.78,805360
2020-01-01 04:13:00,MSFT,122.17,175.48,266.26,1027.94,382921
2020-01-01 04:14:00,AAPL,880.93,902.64,534.48,1008.47,511274
2020-01-01 04:15:00,MSFT,631.25,1064.04,152.7,609.57,418700
2020-01-01 04:16:00,AAPL,809.17,556.61,816.08,206.39,716121
2020-01-01 04:17:00,TSLA,887.96,959.02,399.24,1230.79,649347
2020-01-01 04:18:00,GOOGL,538.71,173.02,827.03,505.6,931797
2020-01-01 04:19:00,GOOGL,513.15,239.01,297.07,1288.5,908477
2020-01-01 04:20:00,GOOGL,1126.76,1082.46,701.8,952.1,224897
2020-01-01 04:21:00,MSFT,1319.79,615.3,937.08,595.19,428090
2020-01-01 04:22:00,TSLA,369.61,1039.87,186.8,931.95,306556
2020-01-01 04:23:00,AAPL,236.67,1264.41,658.25,1003.69,906828
2020-01-01 04:24:00,AMZN,1356.91,1293.67,523.53,1089.36,892913
2020-01-01 04:25:00,AAPL,589.85,341.03,436.5,1251.27,318263
2020-01-01 04:26:00,AMZN,871.84,780.8,946.35,323.66,274687
2020-01-01 04:27:00,AAPL,603.36,1127.5,923.96,1421.8,967936
2020-01-01 04:28:00,TSLA,276.12,1183.57,982.98,675.18,666267
2020-01-01 04:29:00,AMZN,925.06,1198.55,322.44,1304.63,534593
2020-01-01 04:30:00,MSFT,835.2,419.43,499.99,408.67,502888
2020-01-01 04:31:00,AAPL,384.19,369.55,393.55,140.64,169244
2020-01-01 04:32:00,AAPL,732.62,926.02,856.71,902.68,732075
2020-01-01 04:33:00,AMZN,1215.73,1137.52,745.49,554.53,783820
2020-01-01 04:34:00,MSFT,926.6,546.8,562.41,1478.25,782418
2020-01-01 04:35:00,MSFT,235.68,246.59,1200.42,246.23,855989
2020-01-01 04:36:00,TSLA,867.23,1103.44,231.56,166.22,839654
2020-01-01 04:37:00,MSFT,1083.83,519.58,1464.86,163.02,207328
2020-01-01 04:38:00,MSFT,1209.78,332.91,263.16,403.62,863999
2020-01-01 04:39:00,MSFT,980.76,306.81,1182.3,910.87,931074
2020-01-01 04:40:00,GOOGL,313.72,540.87,615.52,807.79,329810
2020-01-01 04:41:00,TSLA,1094.24,929.75,1311.37,590.11,973954
2020-01-01 04:42:00,AAPL,1048.28,601.76,203.84,224.31,959295
2020-01-01 04:43:00,AMZN,134.2,128.93,624.61,427.23,917711
2020-01-01 04:44:00,AAPL,676.45,235.67,569.62,357.81,958888
2020-01-01 04:45:00,TSLA,566.13,506.7,1490.42,1143.93,229134
2020-01-01 04:46:00,AMZN,1037.18,1023.59,1479.77,1191.92,438580
2020-01-01 04:47:00,TSLA,402.59,237.92,365.73,1187.82,204347
2020-01-01 04:48:00,MSFT,927.22,884.92,981.93,1456.66,358221
2020-01-01 04:49:00,AMZN,1378.49,267.84,849.73,1337.93,443275
2020-01-01 04:50:00,MSFT,1216.92,396.26,316.12,796.93,319539
2020-01-01 04:51:00,AAPL,1390.04,341.06,334.89,680.91,547756
2020-01-01 04:52:00,AAPL,1469.91,194.12,1484.95,1382.08,455916
2020-01-01 04:53:00,AMZN,114.94,1039.86,733.82,955.72,467256
2020-01-01 04:54:00,AMZN,971.84,748.76,276.12,512.16,717005
2020-01-01 04:55:00,TSLA,677.98,1263.47,400.71,890.25,985969
2020-01-01 04:56:00,TSLA,1303.8,238.45,475.69,1489.01,229111
2020-01-01 04:57:00,MSFT,452.54,302.63,815.28,1289.26,242884
2020-01-01 04:58:00,AMZN,1473.44,529.04,569.77,493.79,779932
2020-01-01 04:59:00,AAPL,959.19,1172.21,737.02,1434.14,273781
2020-01-01 05:00:00,TSLA,1210.95,528.06,333.1,1474.05,509617
2020-01-01 05:01:00,TSLA,219.84,671.79,557.42,423.63,372484
2020-01-01 05:02:00,AAPL,356.84,522.24,198.44,1353.83,294275
2020-01-01 05:03:00,TSLA,1161.77,212.31,1345.59,1336.48,530013
2020-01-01 05:04:00,MSFT,130.78,1415.21,378.25,155.66,390748
2020-01-01 05:05:00,AMZN,1243.63,867.95,1159.66,1037.56,236920
2020-01-01 05:06:00,AAPL,119.53,1202.97,589.37,527.39,93868
2020-01-01 05:07:00,AMZN,1019.97,1021.7,764.16,1044.46,385615
2020-01-01 05:08:00,TSLA,611.13,819.96,507.77,1378.98,334997
2020-01-01 05:09:00,TSLA,956.09,225.55,1075.02,798.29,484628
2020-01-01 05:10:00,AAPL,1074.44,999.83,1282.36,680.18,889828
2020-01-01 05:11:00,MSFT,579.47,317.52,500.78,1390.14,236622
2020-01-01 05:12:00,GOOGL,251.15,680.14,439.1,1463.76,982512
2020-01-01 05:13:00,AAPL,197.5,980.76,1054.02,187.13,483467
2020-01-01 05:14:00,GOOGL,924.51,1195.12,373.21,1391.99,772076
2020-01-01 05:15:00,GOOGL,828.92,1059.06,995.78,215.88,627510
2020-01-01 05:16:00,MSFT,1139.08,1040.15,232.2,572.2,604976
2020-01-01 05:17:00,GOOGL,813.63,308.66,968.19,1167.6,956992
2020-01-01 05:18:00,GOOGL,691.42,584.58,818.77,1187.85,146585
2020-01-01 05:19:00,MSFT,657.32,160.08,259.47,1116.15,928515
2020-01-01 05:20:00,GOOGL,137.03,1107.27,1008.75,154.76,783362
2020-01-01 05:21:00,GOOGL,569.78,1433.62,725.18,286.15,162645
2020-01-01 05:22:00,GOOGL,1466.43,469.75,403.96,1410.7,461462
2020-01-01 05:23:00,AAPL,1322.98,222.78,594.74,214.05,204936
2020-01-01 05:24:00,AAPL,561.13,765.8,788.94,209.96,913498
2020-01-01 05:25:00,AAPL,922.91,1299.38,228.18,1269.9,46433
2020-01-01 05:26:00,MSFT,1286.22,872.76,1440.65,997.77,283720
2020-01-01 05:27:00,TSLA,717.78,165.49,1031.79,592.32,745101
2020-01-01 05:28:00,GOOGL,125.14,1463.98,243.55,331.99,616559
2020-01-01 05:29:00,GOOGL,204.31,1260.11,1252.01,1337.84,688082
2020-01-01 05:30:00,MSFT,814.55,284.23,551.58,1483.95,480395
2020-01-01 05:31:00,GOOGL,1457.22,1390.52,935.52,169.96,453458
2020-01-01 05:32:00,AAPL,1070.49,730.96,488.0,875.76,436614
2020-01-01 05:33:00,TSLA,199.28,620.66,1126.77,465.83,688817
2020-01-01 05:34:00,AMZN,365.11,745.47,1112.21,1265.34,685976
2020-01-01 05:35:00,GOOGL,1179.85,1268.4,872.86,584.5,415376
2020-01-01 05:36:00,AAPL,1278.02,1023.27,437.3,1100.48,460753
2020-01-01 05:37:00,AMZN,964.77,182.95,455.19,855.33,510063
2020-01-01 05:38:00,TSLA,1002.19,1440.65,636.01,858.13,545925
2020-01-01 05:39:00,AMZN,139.67,306.9,303.02,1301.2,122229
2020-01-01 05:40:00,AAPL,1259.94,1143.8,572.72,758.57,599828
2020-01-01 05:41:00,AMZN,1203.59,990.59,1058.1,1283.84,31434
2020-01-01 05:42:00,MSFT,462.65,362.54,1263.18,608.8,387413
2020-01-01 05:43:00,AMZN,1092.15,339.02,565.62,344.7,792853
2020-01-01 05:44:00,GOOGL,400.8,1318.46,427.03,737.67,880554
2020-01-01 05:45:00,GOOGL,156.46,687.57,1265.7,797.7,806212
2020-01-01 05:46:00,MSFT,381.59,1016.41,1346.99,769.74,674091
2020-01-01 05:47:00,AAPL,350.08,805.7,674.03,1231.66,520091
2020-01-01 05:48:00,GOOGL,572.85,1118.29,137.67,890.55,80171
2020-01-01 05:49:00,TSLA,685.83,770.94,1072.95,1343.82,543209
2020-01-01 05:50:00,GOOGL,811.95,502.33,1197.65,819.86,702258
2020-01-01 05:51:00,GOOGL,767.46,608.74,125.23,414.6,510390
2020-01-01 05:52:00,AAPL,478.94,1302.71,933.04,281.29,815154
2020-01-01 05:53:00,AMZN,140.84,755.25,923.72,1315.71,789214
2020-01-01 05:54:00,GOOGL,947.14,398.83,630.19,178.64,806364
2020-01-01 05:55:00,MSFT,654.04,1408.45,1149.67,264.65,821950
2020-01-01 05:56:00,AMZN,518.14,1215.24,699.45,189.12,171725
2020-01-01 05:57:00,TSLA,1313.72,177.93,1047.49,693.23,793305
2020-01-01 05:58:00,AAPL,1145.44,1498.52,823.96,845.66,175045
2020-01-01 05:59:00,TSLA,1300.87,1072.9,447.85,127.82,756899
2020-01-01 06:00:00,AMZN,792.98,324.37,949.1,821.82,30617
